book_name,chapter,paragraph
Bhagavad Gita,Chapter VIII,"Cf. Maitrī-upaniṣad, p. , uninterrupted, like 'oil when poured out,' says the commentator."
Bhagavad Gita,Chapter VIII,"Cf. Chāndogya-upaniṣad, p. ; Māndukya, pp. - Om is all-past, present, and future; Nṛsiṃha Tāpinī, pp. , , ; Maitrī, p. ; Praśna, p. . On the opening passage of the Chāndogya, Śaṅkara says, 'Om is the closest designation of the supreme Being. He is pleased when it is pronounced, as people are at the mention of a favourite name.' See also Max Müller, Hibbert Lectures, p. ; Goldstücker's Remains, I, ."
Bhagavad Gita,Chapter VIII,"See infra, p. ; and cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter VIII,"They are only temporary, not the everlasting seats of the soul."
Bhagavad Gita,Chapter VIII,"Cf. Manu I, . Śaṅkara says, that this explains why the abodes of Brahmā and others are said to be not lasting. They are limited by time. As to ages, Śrīdhara says, a human year is a day and night of the gods. Twelve thousand years made of such days and nights make up the four ages one thousand such, 'quaternions of ages' make up a day, and another thousand a night of Brahmā. Of such days and nights Brahmā has a hundred years to live. At the close of his life, the universe is destroyed."
Bhagavad Gita,Chapter VIII,"Cf. p. infra; also Manu-smṛti I, ; and Kālidāsa's Kumārasambhava II, ."
Bhagavad Gita,Chapter VIII,"Cf. Kaṭhopaniṣad, p. ; and also p. infra."
Bhagavad Gita,Chapter VIII,"I. e. by whom, as the cause of them, all these entities are supported; cf. p. infra."
Bhagavad Gita,Chapter VIII,"Śrīdhara understands 'the time when,' in the sentence preceding this, to mean the path indicated by a deity presiding over p. time, by which;' and the fire-flame as included in this, though having no connexion with time. Śaṅkara agrees, though he also suggests that fire means a deity presiding over time. I own I have no clear notion of the meaning of these verses. Cf. Chāndogya, p. ; Bṛhad-āraṇyaka-upaniṣad, p. seq."
Bhagavad Gita,Chapter VIII,"Cf. Prasna-upaniṣad, p. ; and Śārīraka Bhāṣya, p. seq."
Bhagavad Gita,Chapter VIII,I. e. for those who are fitted for knowledge or action.
Bhagavad Gita,Chapter VIII,"I. e. does not desire heaven, but devotes himself to the supreme Being, seeing that heavenly bliss is only temporary."
Bhagavad Gita,Chapter VIII,All that is stated in this chapter.
Bhagavad Gita,Chapter VIII,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter VIII,Let's make the world a better place together!
Bhagavad Gita,Chapter IX,Resources
Bhagavad Gita,Chapter IX,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chapter IX,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chapter IX,Go directly toFootnotes.
Bhagavad Gita,Chapter IX,"Now I will speak to you, who are not given to carping, of that most mysterious knowledge, accompanied by experience, by knowing which you will be released from evil. It is the chief among the sciences, the chief among the mysteries. It is the best means of sanctification. It is imperishable, notopposed to the sacred law. It is to be apprehended directly, and is easy to practise. O terror of your foes! those men who have no faith in this holy doctrine, return to the path of this mortal world, without attaining to me. This whole universe is pervaded by me in an unperceived form. All entities live in me, but I do not live in them. Nor yet do all entities live in me. See my divine power. Supporting all entities and producing all entities, my self lives not in those entities. As the great and ubiquitous atmosphere always remains in space, know that similarly all entities live in me. At the expiration of aKalpa, O son ofKuntī! all entities enter my nature; and at the beginning of a Kalpa, I again bring them forth. Taking the control of my own nature, I bring forth again and again this whole collection of entities, without a will of its own, by the power of nature. But, OArjuna! these actions do not fetterme, who remain like one unconcerned, and who am unattached to those actions. Nature gives birth to movables and immovables through me, the supervisor, and by reason of that, O son of Kuntī! the universe revolves. Deluded people of vain hopes, vain acts, vainknowledge, whose minds are disordered, and who are inclined to the delusive nature of Asuras and Rākṣasas, not knowing my highest nature as great lord of all entities, disregard me as I have assumed a human body. But the high-souled ones, O son of Pṛthā! who are inclined to the godlike nature, knowing me as the inexhaustible source of all entities, worship me with minds not turned elsewhere."
Bhagavad Gita,Chapter IX,"Constantly glorifying me, and exerting themselves, firm in their vows, and saluting me with reverence,"
Bhagavad Gita,Chapter IX,"they worship me, being always devoted. And others again, offering up the sacrifice of knowledge, worship me as one, as distinct, and as all-pervading in numerous forms. I am the Kratu, I am the Yajña, I am the Svadhā, I the product of the herbs. I am the sacred verse. I too am the sacrificial butter, and I the fire, I the offering. I am the father of this universe, the mother, the creator, the grandsire, the thing to be known, the means of sanctification, the syllable Om, the Ṛk, Sāman, and Yajus also; the goal, the sustainer, the lord, the supervisor, theresidence, the asylum, the friend, the source, and that in which it merges, the support, the receptacle, and the inexhaustible seed. I cause heat and I send forth and stop showers. I am immortality and also death; and I, O Arjuna! am that which is and that which is not. Those who know the three branches of knowledge, who drink theSomajuice, whose sins are washed away, offer sacrifices and pray to me for a passage into heaven; and reaching the holy world of the lord of gods, they enjoy in the celestial regions the celestial pleasures of the gods. And having enjoyed that great heavenly world, they enter the mortal world when their merit is exhausted. Thus those who wish for objects of desire, and resort to the ordinances of the three Vedas, obtain as the fruit going and coming. To those men who worship me, meditating on me and on no one else, and who are constantly devoted, I give new gifts and preserve what is acquired by them. Even those, O son of Kuntī! who being devotees of other divinities worship with faith, worship me only, but irregularly. For I am the enjoyer as well as the lordof all sacrifices. But they know me not truly, therefore do they fall. Those who make vowsto the gods go to the gods;those who make vows to the manes go to the manes, those who worship theBhūtasgo to the Bhūtas; and those likewise who worship me go to me. Whoever with devotion offers me leaf, flower, fruit, water, that, presented with devotion, I accept from him whose self is pure. Whatever you do, O son of Kuntī! whatever you eat, whatever sacrifice you make, whatever you give, whatever penance you perform, do that as offered to me. Thus will you be released from the bonds of action, the fruits of which are agreeable or disagreeable. And with your self possessed of this devotion, this renunciation, you will be released from the bonds of action and will come to me. I am alike to all beings; to me none is hateful, none dear. But those who worship me with devotion dwell in me, and I too in them. Even if a very ill-conducted man worships me, not worshipping any one else, he must certainly be deemed to be good, for he has well resolved. He soon becomes devout of heart, and obtains lasting tranquillity. You may affirm, O son of Kuntī! that my devotee is never ruined. For, O son of Pṛthā! even those who are of sinful birth, women,Vaiśyas; and Śūdras likewise, resorting to me, attain the supreme goal. What then needbe said of holy Brāhmaṇas and royal saints who are my devotees? Coming to this transient unhappyworld, worship me. Place your mind on me, become my devotee, my worshipper; reverence me, and thus making me your highest goal, and devoting your self to abstraction, you will certainly come to me."
Bhagavad Gita,Chapter IX,back to top
Bhagavad Gita,Chapter IX,"I. e. by immediate consciousness, not mediately; 'not opposed to the sacred law,' i.e. like the Śyena sacrifice for destroying a foe."
Bhagavad Gita,Chapter IX,"Because he is untainted by anything. And therefore also the entities do not live in him, as said in the next sentence. See p. supra."
Bhagavad Gita,Chapter IX,"As space is untainted and unaffected by the air which remains in it, so am I by the entities."
Bhagavad Gita,Chapter IX,"Supra, p. . Nature  the unperceived principle."
Bhagavad Gita,Chapter IX,Cf. p. supra.
